item,price,high_alch,low_alch
Secateurs blade,5196.0,1.0,1.0
Security book,99.0,1.0,1.0
Seed dibber,227.0,3.0,2.0
Seercull,54467.0,4800.0,3200.0
Seers icon,419049.0,1.0,1.0
Seers ring,422061.0,6000.0,4000.0
Senntisten teleport (tablet),1278.0,1.0,1.0
Serpentine helm (uncharged),4596194.0,66000.0,44000.0
Serpentine visage,4540457.0,63000.0,42000.0
Serum 207 (1),9.0,6.0,4.0
Serum 207 (2),5.0,7.0,5.0
Serum 207 (3),6.0,7.0,5.0
Serum 207 (4),16.0,8.0,5.0
Shade robe,482.0,18.0,12.0
Shade robe top,958.0,24.0,16.0
Shaikahan bones,7871.0,1.0,1.0
Shaman mask,15609.0,4800.0,3200.0
Shantay pass (item),26.0,3.0,2.0
Shark,985.0,102.0,68.0
Shattered banner,165997.0,1.0,1.0
Shattered boots (t1),118369.0,1.0,1.0
Shattered boots (t2),197703.0,1.0,1.0
Shattered boots (t3),397851.0,1.0,1.0
Shattered cane,889554.0,1.0,1.0
Shattered cannon ornament kit,695728.0,1.0,1.0
Shattered hood (t1),266820.0,1.0,1.0
Shattered hood (t2),309801.0,1.0,1.0
Shattered hood (t3),871177.0,1.0,1.0
Shattered relic hunter (t1) armour set,453367.0,1.0,1.0
Shattered relic hunter (t2) armour set,2005872.0,1.0,1.0
Shattered relic hunter (t3) armour set,6941077.0,1.0,1.0
Shattered relics mystic ornament kit,70403.0,1.0,1.0
Shattered relics variety ornament kit,942850.0,1.0,1.0
Shattered relics void ornament kit,666936.0,1.0,1.0
Shattered teleport scroll,585790.0,1.0,1.0
Shattered top (t1),110952.0,1.0,1.0
Shattered top (t2),198347.0,1.0,1.0
Shattered top (t3),593912.0,1.0,1.0
Shattered trousers (t1),105631.0,1.0,1.0
Shattered trousers (t2),195782.0,1.0,1.0
Shattered trousers (t3),421963.0,1.0,1.0
Shaving stand (flatpack),13.0,6.0,4.0
Shayzien banner,1442.0,42.0,28.0
Shayzien hood,5491.0,1.0,1.0
Shayzien scarf,5235.0,6000.0,4000.0
Shears,54.0,1.0,1.0
Shield left half,65257.0,66000.0,44000.0
Shield right half,769569.0,300000.0,200000.0
Ship ticket,229.0,3.0,2.0
Shirt (brown),819.0,270.0,180.0
Shirt (lilac),1001.0,375.0,250.0
Shirt (yellow),1083.0,360.0,240.0
Shoe box (flatpack),6.0,6.0,4.0
Short green guy,72.0,18.0,12.0
Shortbow,44.0,30.0,20.0
Shortbow (u),28.0,13.0,9.0
Shorts (blue),2980.0,234.0,156.0
Shorts (brown),1304.0,168.0,112.0
Shorts (yellow),852.0,216.0,144.0
Shoulder parrot,320576.0,600.0,400.0
Shrimps,25.0,3.0,2.0
Shrunk ogleroot,607.0,1.0,1.0
Sickle mould,24.0,6.0,4.0
Sigil of adroit,50000.0,1.0,1.0
Sigil of aggression,200000.0,1.0,1.0
Sigil of agile fortune,50000.0,,
Sigil of arcane swiftness,50000.0,1.0,1.0
Sigil of barrows,50000.0,1.0,1.0
Sigil of binding,100000.0,1.0,1.0
Sigil of consistency,50000.0,1.0,1.0
Sigil of deception,50000.0,1.0,1.0
Sigil of deft strikes,50000.0,1.0,1.0
Sigil of devotion,100000.0,1.0,1.0
Sigil of enhanced harvest,50000.0,1.0,1.0
Sigil of escaping,100000.0,1.0,1.0
Sigil of exaggeration,50000.0,1.0,1.0
Sigil of faith,50000.0,,
Sigil of finality,200000.0,1.0,1.0
Sigil of fortification,50000.0,1.0,1.0
Sigil of freedom,50000.0,1.0,1.0
Sigil of garments,100000.0,1.0,1.0
Sigil of gunslinger,50000.0,1.0,1.0
Sigil of hoarding,50000.0,,
Sigil of last recall,200000.0,1.0,1.0
Sigil of lithe,50000.0,1.0,1.0
Sigil of meticulousness,200000.0,1.0,1.0
Sigil of mobility,50000.0,1.0,1.0
Sigil of nature,100000.0,1.0,1.0
Sigil of onslaught,50000.0,1.0,1.0
Sigil of pious protection,200000.0,1.0,1.0
Sigil of precision,50000.0,,
Sigil of preservation,100000.0,1.0,1.0
Sigil of prosperity,100000.0,1.0,1.0
Sigil of rampage,200000.0,1.0,1.0
Sigil of rampart,50000.0,1.0,1.0
Sigil of remote storage,200000.0,1.0,1.0
Sigil of resilience,50000.0,1.0,1.0
Sigil of resistance,50000.0,,
Sigil of restoration,50000.0,1.0,1.0
Sigil of revoked limitation,200000.0,1.0,1.0
Sigil of slaughter,100000.0,1.0,1.0
Sigil of specialised strikes,100000.0,1.0,1.0
Sigil of stamina,50000.0,1.0,1.0
Sigil of storage,50000.0,1.0,1.0
Sigil of supreme stamina,100000.0,1.0,1.0
Sigil of sustenance,50000.0,,
Sigil of swashbuckler,50000.0,1.0,1.0
Sigil of the abyss,50000.0,1.0,1.0
Sigil of the alchemaniac,50000.0,,
Sigil of the alchemist,50000.0,1.0,1.0
Sigil of the augmented thrall,50000.0,,
Sigil of the barbarians,100000.0,1.0,1.0
Sigil of the bloodhound,50000.0,,
Sigil of the chef,50000.0,1.0,1.0
Sigil of the craftsman,50000.0,1.0,1.0
Sigil of the dwarves,100000.0,1.0,1.0
Sigil of the elves,100000.0,1.0,1.0
Sigil of the eternal jeweller,50000.0,1.0,1.0
Sigil of the feral fighter,100000.0,1.0,1.0
Sigil of the fletcher,50000.0,1.0,1.0
Sigil of the food master,200000.0,,
Sigil of the forager,100000.0,1.0,1.0
Sigil of the formidable fighter,50000.0,1.0,1.0
Sigil of the fortune farmer,100000.0,1.0,1.0
Sigil of the gnomes,100000.0,1.0,1.0
Sigil of the guardian angel,200000.0,1.0,1.0
Sigil of the hunter,100000.0,,
Sigil of the infernal chef,50000.0,,
Sigil of the infernal smith,50000.0,,
Sigil of the lightbearer,50000.0,,
Sigil of the menacing mage,100000.0,1.0,1.0
Sigil of the meticulous mage,50000.0,1.0,1.0
Sigil of the ninja,50000.0,,
Sigil of the porcupine,100000.0,1.0,1.0
Sigil of the potion master,50000.0,1.0,1.0
Sigil of the rigorous ranger,50000.0,1.0,1.0
Sigil of the ruthless ranger,100000.0,1.0,1.0
Sigil of the serpent,100000.0,1.0,1.0
Sigil of the skiller,200000.0,1.0,1.0
Sigil of the smith,50000.0,1.0,1.0
Sigil of the treasure hunter,50000.0,1.0,1.0
Sigil of the well-fed,50000.0,,
Sigil of titanium,50000.0,,
Sigil of versatility,100000.0,1.0,1.0
Sigil of woodcraft,50000.0,,
Silk,120.0,18.0,12.0
Silver bar,136.0,90.0,60.0
Silver bolts,5.0,3.0,2.0
Silver bolts (p),49.0,3.0,2.0
Silver bolts (p+),127.0,3.0,2.0
Silver bolts (p++),165.0,3.0,2.0
Silver bolts (unf),10.0,1.0,1.0
Silver dust,790.0,120.0,80.0
Silver locks,11001.0,11520.0,7680.0
Silver ore,66.0,45.0,30.0
Silver sickle,162.0,105.0,70.0
Sinew,216.0,1.0,1.0
Sinister key,25446.0,48.0,32.0
Skeletal boots,52935.0,390.0,260.0
Skeletal bottoms,23538.0,24000.0,16000.0
Skeletal gloves,135265.0,390.0,260.0
Skeletal helm,99130.0,6000.0,4000.0
Skeletal top,27039.0,27000.0,18000.0
Skeletal visage,15328375.0,900000.0,600000.0
Skewer,2161.0,1920.0,1280.0
Skewer stick,33.0,6.0,4.0
Skills necklace,12148.0,12120.0,8080.0
Skills necklace(4),12512.0,12120.0,8080.0
Skills necklace(6),12512.0,12120.0,8080.0
Skirt (blue),903.0,375.0,250.0
Skirt (brown),619.0,210.0,140.0
Skirt (lilac),1136.0,330.0,220.0
Skull of vet'ion,51423.0,1.0,1.0
Skull piece,71300.0,36.0,24.0
Slayer bell,151.0,90.0,60.0
Slayer's enchantment,2092.0,720.0,480.0
Slayer's respite,26.0,1.0,1.0
Slayer's respite(4),15978.0,1.0,1.0
Slayer's respite(m),68623.0,1.0,1.0
Slayer's respite(m4),224647.0,1.0,1.0
Slayer's staff,22485.0,12600.0,8400.0
Sleeping cap,30336.0,1200.0,800.0
Sliced banana,79.0,1.0,1.0
Sliced mushrooms,112.0,25.0,16.0
Small box hedge (bagged),15908.0,9000.0,6000.0
Small fishing net,257.0,3.0,2.0
Smoke battlestaff,2095053.0,9300.0,6200.0
Smoke rune,52.0,12.0,8.0
Smouldering stone,2203594.0,27000.0,18000.0
Snake hide,119.0,21.0,14.0
Snake hide (swamp),323.0,21.0,14.0
Snakeskin,12.0,30.0,20.0
Snakeskin bandana,259.0,180.0,120.0
Snakeskin body,735.0,750.0,500.0
Snakeskin boots,211.0,150.0,100.0
Snakeskin chaps,510.0,705.0,470.0
Snakeskin shield,349.0,552.0,368.0
Snakeskin vambraces,195.0,260.0,173.0
Snapdragon,7838.0,35.0,23.0
Snapdragon potion (unf),8108.0,35.0,23.0
Snapdragon seed,41646.0,36.0,24.0
Snape grass,517.0,6.0,4.0
Snape grass seed,7096.0,56.0,37.0
Snowy knight (item),1076.0,30.0,20.0
Snowy knight mix (1),90.0,30.0,20.0
Snowy knight mix (2),730.0,30.0,20.0
Soaked page,2157.0,102.0,68.0
Soda ash,37.0,1.0,1.0
Soft clay,127.0,1.0,1.0
Soiled page,1124.0,120.0,80.0
Soul rune,182.0,180.0,120.0
Soulreaper axe,442094148.0,1.0,1.0
Spade,139.0,1.0,1.0
Spatula,1551.0,1152.0,768.0
Spectral sigil,43441293.0,450000.0,300000.0
Spectral spirit shield,44143561.0,1200000.0,800000.0
Spice,50.0,138.0,92.0
Spicy crunchies,1736.0,1.0,1.0
Spicy minced meat,868.0,4.0,3.0
Spicy sauce,607.0,5.0,3.0
Spicy tomato,520.0,1.0,1.0
Spider carcass,133.0,9.0,6.0
Spider cave teleport,49248.0,6.0,4.0
Spider on shaft,213.0,24.0,16.0
Spider on stick,254.0,30.0,20.0
Spiked boots,3939.0,18.0,12.0
Spiked manacles,1165704.0,1500.0,1000.0
Spiky vambraces,10.0,96.0,64.0
Spinach roll,378.0,1.0,1.0
Spined body,4469.0,4680.0,3120.0
Spined boots,7920.0,390.0,260.0
Spined chaps,8932.0,2340.0,1560.0
Spined gloves,2642.0,390.0,260.0
Spined helm,50414.0,36000.0,24000.0
Spiny helmet,898.0,390.0,260.0
Spirit shield,120990.0,42000.0,28000.0
Split log,762.0,54.0,36.0
Splitbark body,28758.0,27000.0,18000.0
Splitbark boots,6631.0,3000.0,2000.0
Splitbark gauntlets,2451.0,3000.0,2000.0
Splitbark helm,6392.0,6000.0,4000.0
Splitbark legs,24284.0,24000.0,16000.0
Spork,306.0,195.0,130.0
Spotted cape,1219.0,240.0,160.0
Spotted kebbit fur,32.0,90.0,60.0
Spottier cape,591.0,480.0,320.0
Staff,84.0,9.0,6.0
Staff of air,1863.0,900.0,600.0
Staff of balance,23730475.0,1.0,1.0
Staff of bob the cat,151248.0,900.0,600.0
Staff of earth,792.0,900.0,600.0
Staff of fire,1243.0,900.0,600.0
Staff of light,8009915.0,600003.0,400002.0
Staff of the dead,8348961.0,600003.0,400002.0
Staff of water,1604.0,900.0,600.0
Stale baguette,1548708.0,135.0,90.0
Stamina mix(1),3054.0,54.0,36.0
Stamina mix(2),5116.0,96.0,64.0
Stamina potion(1),1663.0,60.0,40.0
Stamina potion(2),3080.0,120.0,80.0
Stamina potion(3),4739.0,180.0,120.0
Stamina potion(4),6496.0,240.0,160.0
Statius's warhammer,10000000.0,180000.0,120000.0
Steam battlestaff,52953.0,10200.0,6800.0
Steam rune,99.0,12.0,8.0
Steam staff upgrade kit,384895.0,900.0,600.0
Steamforge brew,18.0,4.0,3.0
Steel 2h sword,353.0,600.0,400.0
Steel arrow,16.0,7.0,4.0
Steel arrow(p),78.0,7.0,4.0
Steel arrow(p+),251.0,7.0,4.0
Steel arrow(p++),1048.0,7.0,4.0
Steel arrowtips,24.0,3.0,2.0
Steel axe,67.0,120.0,80.0
Steel bar,540.0,60.0,40.0
Steel battleaxe,175.0,390.0,260.0
Steel bolts,53.0,4.0,3.0
Steel bolts (p),186.0,4.0,3.0
Steel bolts (p+),274.0,4.0,3.0
Steel bolts (p++),916.0,4.0,3.0
Steel bolts (unf),62.0,1.0,1.0
Steel boots,233.0,180.0,120.0
Steel brutal,117.0,12.0,8.0
Steel chainbody,248.0,450.0,300.0
Steel claws,143.0,105.0,70.0
Steel crossbow,173.0,216.0,144.0
Steel crossbow (u),121.0,196.0,130.0
Steel dagger,112.0,75.0,50.0
Steel dagger(p),365.0,75.0,50.0
Steel dagger(p+),1891.0,75.0,50.0
Steel dagger(p++),3945.0,75.0,50.0
Steel dart,3.0,6.0,4.0
Steel dart tip,88.0,3.0,2.0
Steel dart(p),43.0,6.0,4.0
Steel dart(p+),74.0,6.0,4.0
Steel dart(p++),102.0,6.0,4.0
Steel dragon mask,6632.0,6000.0,4000.0
Steel felling axe,1311.0,120.0,80.0
Steel full helm,138.0,330.0,220.0
Steel full helm (g),9203.0,330.0,220.0
Steel full helm (t),9751.0,330.0,220.0
Steel gold-trimmed set (lg),65417.0,540.0,360.0
Steel gold-trimmed set (sk),65971.0,540.0,360.0
Steel halberd,3010.0,600.0,400.0
Steel hasta,148.0,195.0,130.0
Steel hasta(p),7716.0,195.0,130.0
Steel hasta(p+),9472.0,195.0,130.0
Steel hasta(p++),7339.0,195.0,130.0
Steel javelin,3.0,14.0,9.0
Steel javelin heads,67.0,54.0,36.0
Steel javelin(p),96.0,14.0,9.0
Steel javelin(p+),14.0,14.0,9.0
Steel javelin(p++),32.0,14.0,9.0
Steel kiteshield,295.0,510.0,340.0
Steel kiteshield (g),9534.0,510.0,340.0
Steel kiteshield (t),11638.0,510.0,340.0
Steel knife,48.0,6.0,4.0
Steel knife(p),157.0,6.0,4.0
Steel knife(p+),122.0,6.0,4.0
Steel knife(p++),487.0,6.0,4.0
Steel limbs,121.0,150.0,100.0
Steel locks,1516.0,960.0,640.0
Steel longsword,181.0,300.0,200.0
Steel mace,55.0,135.0,90.0
Steel med helm,87.0,180.0,120.0
Steel nails,26.0,1.0,1.0
Steel pickaxe,458.0,300.0,200.0
Steel platebody,886.0,1200.0,800.0
Steel platebody (g),11523.0,1200.0,800.0
Steel platebody (t),7230.0,1200.0,800.0
Steel platelegs,347.0,600.0,400.0
Steel platelegs (g),4173.0,600.0,400.0
Steel platelegs (t),4606.0,600.0,400.0
Steel plateskirt,375.0,600.0,400.0
Steel plateskirt (g),6311.0,600.0,400.0
Steel plateskirt (t),3338.0,600.0,400.0
Steel scimitar,91.0,240.0,160.0
Steel set (lg),2103.0,840.0,560.0
Steel set (sk),2128.0,840.0,560.0
Steel spear,192.0,195.0,130.0
Steel spear(p),44.0,195.0,130.0
Steel spear(p+),224.0,195.0,130.0
Steel spear(p++),495.0,195.0,130.0
Steel sq shield,144.0,360.0,240.0
Steel studs,346.0,90.0,60.0
Steel sword,72.0,195.0,130.0
Steel thrownaxe,46.0,15.0,10.0
Steel trimmed set (lg),43774.0,540.0,360.0
Steel trimmed set (sk),68433.0,540.0,360.0
Steel warhammer,155.0,384.0,256.0
Stew,68.0,12.0,8.0
Stone scarab,177.0,12.0,8.0
Stone seal,155.0,12.0,8.0
Stone statuette,237.0,12.0,8.0
Stony basalt,1021.0,54.0,36.0
Strange fruit,493.0,1.0,1.0
Strange old lockpick (full),37136.0,1.0,1.0
Strawberries(5),623.0,1.0,1.0
Strawberry,110.0,10.0,6.0
Strawberry seed,16.0,10.0,7.0
Strength amulet (t),46563.0,1215.0,810.0
Strength mix(1),263.0,6.0,4.0
Strength mix(2),65.0,7.0,5.0
Strength potion(1),26.0,6.0,4.0
Strength potion(2),51.0,7.0,5.0
Strength potion(3),74.0,7.0,5.0
Strength potion(4),113.0,8.0,5.0
Stretched hide,1957.0,36.0,24.0
Stripy feather,12.0,12.0,8.0
Stripy pirate shirt (beige),392.0,180.0,120.0
Stripy pirate shirt (blue),810.0,180.0,120.0
Stripy pirate shirt (brown),765.0,180.0,120.0
Stripy pirate shirt (red),1058.0,180.0,120.0
Stronghold notes,320.0,1.0,1.0
Strung rabbit foot,3279.0,18.0,12.0
Studded body,449.0,510.0,340.0
Studded body (g),15861.0,510.0,340.0
Studded body (t),4874.0,510.0,340.0
Studded chaps,271.0,450.0,300.0
Studded chaps (g),34177.0,450.0,300.0
Studded chaps (t),6982.0,450.0,300.0
Sturdy harness,924611.0,1.0,1.0
Sulliuscep cap,4682.0,1.0,1.0
Sulphur blades,42100.0,18000.0,12000.0
Summer pie,643.0,84.0,56.0
Sun-shine,188.0,60.0,40.0
Sunbeam ale,19.0,4.0,3.0
Sunfire fanatic armour set,15075369.0,33000.0,22000.0
Sunfire fanatic chausses,6998177.0,12000.0,8000.0
Sunfire fanatic cuirass,4910468.0,12000.0,8000.0
Sunfire fanatic helm,2893548.0,9000.0,6000.0
Sunfire rune,114.0,12.0,8.0
Sunfire splinters,558.0,60.0,40.0
Sunlight antelope antler,2460.0,1.0,1.0
Sunlight antelope fur,79.0,6.0,4.0
Sunlight antler bolts,197.0,18.0,12.0
Sunlight moth (item),462.0,1.0,1.0
Sunlight moth mix (1),710.0,18.0,12.0
Sunlight moth mix (2),859.0,18.0,12.0
Super antifire mix(1),423.0,79.0,52.0
Super antifire mix(2),2007.0,118.0,79.0
Super antifire potion(1),3856.0,408.0,272.0
Super antifire potion(2),7304.0,432.0,288.0
Super antifire potion(3),15377.0,456.0,304.0
Super antifire potion(4),23896.0,480.0,320.0
Super attack(1),298.0,54.0,36.0
Super attack(2),582.0,81.0,54.0
Super attack(3),999.0,108.0,72.0
Super attack(4),1410.0,135.0,90.0
Super combat potion(1),3542.0,24.0,16.0
Super combat potion(2),7051.0,54.0,36.0
Super combat potion(3),10917.0,102.0,68.0
Super combat potion(4),13756.0,150.0,100.0
Super def. mix(1),356.0,79.0,52.0
Super def. mix(2),667.0,118.0,79.0
Super defence(1),1167.0,79.0,52.0
Super defence(2),2198.0,118.0,79.0
Super defence(3),3536.0,158.0,105.0
Super defence(4),4821.0,198.0,132.0
Super energy mix(1),992.0,54.0,36.0
Super energy mix(2),2052.0,96.0,64.0
Super energy(1),1185.0,54.0,36.0
Super energy(2),2361.0,96.0,64.0
Super energy(3),2455.0,138.0,92.0
Super energy(4),3252.0,180.0,120.0
Super kebab,991.0,1.0,1.0
Super potion set,11426.0,60.0,40.0
Super restore mix(1),4086.0,72.0,48.0
Super restore mix(2),5013.0,108.0,72.0
Super restore(1),2584.0,72.0,48.0
Super restore(2),4980.0,108.0,72.0
Super restore(3),7683.0,144.0,96.0
Super restore(4),10461.0,180.0,120.0
Super str. mix(1),705.0,66.0,44.0
Super str. mix(2),1494.0,99.0,66.0
Super strength(1),1076.0,66.0,44.0
Super strength(2),2141.0,99.0,66.0
Super strength(3),3364.0,132.0,88.0
Super strength(4),4587.0,165.0,110.0
Superantipoison(1),429.0,86.0,57.0
Superantipoison(2),753.0,129.0,86.0
Superantipoison(3),998.0,172.0,115.0
Superantipoison(4),1406.0,216.0,144.0
Superattack mix(1),214.0,54.0,36.0
Superattack mix(2),162.0,81.0,54.0
Supercompost,68.0,51.0,34.0
Superior dragon bones,25600.0,96.0,64.0
Swamp lizard,127.0,30.0,20.0
Swamp paste,6.0,18.0,12.0
Swamp tar,3.0,1.0,1.0
Swamp toad (item),261.0,1.0,1.0
Swamp weed,428.0,1.0,1.0
Swampbark body,86833.0,1.0,1.0
Swampbark boots,22109.0,1.0,1.0
Swampbark gauntlets,18847.0,6000.0,4000.0
Swampbark helm,32891.0,1.0,1.0
Swampbark legs,83469.0,1.0,1.0
Sweetcorn,53.0,5.0,3.0
Sweetcorn (bowl),418.0,7.0,5.0
Sweetcorn seed,4.0,4.0,3.0
Swift blade,12243530.0,1.0,1.0
Swordfish,166.0,48.0,32.0
Tai bwo wannai teleport,4926.0,6.0,4.0
Tall box hedge (bagged),109968.0,60000.0,40000.0
Tall fancy hedge (bagged),47884.0,30000.0,20000.0
Tan cavalier,3446.0,120.0,80.0
Tangled toad's legs,1024.0,1.0,1.0
Tanzanite fang,6685207.0,66000.0,44000.0
Target teleport,8624.0,1.0,1.0
Target teleport scroll,8831966.0,18000.0,12000.0
Tarromin,331.0,6.0,4.0
Tarromin potion (unf),398.0,6.0,4.0
Tarromin seed,17.0,1.0,1.0
Tarromin tar,1.0,1.0,1.0
Tatty graahk fur,197.0,54.0,36.0
Tatty kyatt fur,70.0,72.0,48.0
Tatty larupia fur,274.0,36.0,24.0
Te salt,66.0,6.0,4.0
Teacher wand,1848868.0,1200.0,800.0
Teak armchair (flatpack),38.0,6.0,4.0
Teak armour case (flatpack),186.0,6.0,4.0
Teak bed (flatpack),2091.0,6.0,4.0
Teak bird house,1410.0,3.0,2.0
Teak cape rack (flatpack),54.0,6.0,4.0
Teak clock (flatpack),1804.0,6.0,4.0
Teak dining bench (flatpack),116.0,6.0,4.0
Teak drawers (flatpack),94.0,6.0,4.0
Teak dresser (flatpack),173.0,6.0,4.0
Teak fancy dress box (flatpack),263.0,6.0,4.0
Teak kitchen table (flatpack),50.0,6.0,4.0
Teak logs,256.0,18.0,12.0
Teak magic wardrobe (flatpack),66.0,6.0,4.0
Teak plank,981.0,300.0,200.0
Teak pyre logs,3572.0,60.0,40.0
Teak sapling,623.0,1.0,1.0
Teak seed,156.0,28.0,19.0
Teak stock,42.0,46.0,30.0
Teak table (flatpack),1.0,6.0,4.0
Teak toy box (flatpack),43.0,6.0,4.0
Teak treasure chest (flatpack),182.0,6.0,4.0
Teak wardrobe (flatpack),160.0,6.0,4.0
Teal boots,1621.0,300.0,200.0
Teal gloves,664.0,300.0,200.0
Teal hat,1681.0,300.0,200.0
Teal robe bottoms,407.0,300.0,200.0
Teal robe top,556.0,300.0,200.0
Team cape i,1701010.0,30.0,20.0
Team cape x,1939271.0,30.0,20.0
Team cape zero,4627078.0,30.0,20.0
Team-1 cape,873.0,30.0,20.0
Team-10 cape,393.0,30.0,20.0
Team-11 cape,867.0,30.0,20.0
Team-12 cape,683.0,30.0,20.0
Team-13 cape,400.0,30.0,20.0
Team-14 cape,896.0,30.0,20.0
Team-15 cape,1001.0,30.0,20.0
Team-16 cape,129.0,30.0,20.0
Team-17 cape,424.0,30.0,20.0
Team-18 cape,933.0,30.0,20.0
Team-19 cape,486.0,30.0,20.0
Team-2 cape,441.0,30.0,20.0
Team-20 cape,294.0,30.0,20.0
Team-21 cape,621.0,30.0,20.0
Team-22 cape,846.0,30.0,20.0
Team-23 cape,296.0,30.0,20.0
Team-24 cape,886.0,30.0,20.0
Team-25 cape,928.0,30.0,20.0
Team-26 cape,46.0,30.0,20.0
Team-27 cape,536.0,30.0,20.0
Team-28 cape,498.0,30.0,20.0
Team-29 cape,142.0,30.0,20.0
Team-3 cape,221.0,30.0,20.0
Team-30 cape,431.0,30.0,20.0
Team-31 cape,441.0,30.0,20.0
Team-32 cape,586.0,30.0,20.0
Team-33 cape,335.0,30.0,20.0
Team-34 cape,619.0,30.0,20.0
Team-35 cape,948.0,30.0,20.0
Team-36 cape,31.0,30.0,20.0
Team-37 cape,101.0,30.0,20.0
Team-38 cape,546.0,30.0,20.0
Team-39 cape,230.0,30.0,20.0
Team-4 cape,472.0,30.0,20.0
Team-40 cape,491.0,30.0,20.0
Team-41 cape,686.0,30.0,20.0
Team-42 cape,726.0,30.0,20.0
Team-43 cape,365.0,30.0,20.0
Team-44 cape,503.0,30.0,20.0
Team-45 cape,939.0,30.0,20.0
Team-46 cape,134.0,30.0,20.0
Team-47 cape,612.0,30.0,20.0
Team-48 cape,733.0,30.0,20.0
Team-49 cape,279.0,30.0,20.0
Team-5 cape,513.0,30.0,20.0
Team-50 cape,291.0,30.0,20.0
Team-6 cape,136.0,30.0,20.0
Team-7 cape,382.0,30.0,20.0
Team-8 cape,417.0,30.0,20.0
Team-9 cape,106.0,30.0,20.0
Teasing stick,4.0,30.0,20.0
Tecu salamander,379446.0,120.0,80.0
Teleport anchoring scroll,1301601.0,1.0,1.0
Teleport card,183.0,,
Teleport to house (tablet),485.0,1.0,1.0
Thammaron's sceptre (au),3100050.0,1.0,1.0
Thammaron's sceptre (u),2909033.0,72000.0,48000.0
Thatch spar dense,108.0,12.0,8.0
Thatch spar light,3.0,6.0,4.0
Thatch spar med,6.0,9.0,6.0
Thieving bag,16156.0,600.0,400.0
Thin snail,145.0,3.0,2.0
Thin snail meat,409.0,6.0,4.0
Thorny hedge (bagged),5477.0,3000.0,2000.0
Thread,11.0,1.0,1.0
Tiara,101.0,60.0,40.0
Tiara mould,126.0,60.0,40.0
Timber beam,558.0,1.0,1.0
Tin ore,17.0,1.0,1.0
Tinderbox,84.0,1.0,1.0
Toad batta,1629.0,1.0,1.0
Toad crunchies,4343.0,1.0,1.0
Toad's legs,546.0,1.0,1.0
Toadflax,3178.0,28.0,19.0
Toadflax potion (unf),3334.0,28.0,19.0
Toadflax seed,995.0,6.0,4.0
Toktz-ket-xil,530584.0,27000.0,18000.0
Toktz-mej-tal,465930.0,21000.0,14000.0
Toktz-xil-ak,456342.0,24000.0,16000.0
Toktz-xil-ek,59309.0,15000.0,10000.0
Toktz-xil-ul,2464.0,150.0,100.0
Tomato,24.0,2.0,1.0
Tomato seed,3.0,2.0,1.0
Tomatoes(5),271.0,1.0,1.0
Tome of earth (empty),557046.0,12000.0,8000.0
Tome of fire (empty),648153.0,12000.0,8000.0
Tome of water (empty),564620.0,11700.0,7800.0
Tonalztics of ralos (uncharged),89209701.0,90000.0,60000.0
Tonameyo white,626.0,360.0,240.0
Tooth half of key,11334.0,60.0,40.0
Top hat,114393.0,1080.0,720.0
Top hat & monocle,196165.0,2400.0,1600.0
Topaz amulet,3070.0,750.0,500.0
Topaz amulet (u),2856.0,765.0,510.0
Topaz bolt tips,205.0,7.0,5.0
Topaz bolts,313.0,13.0,8.0
Topaz bolts (e),9.0,14.0,9.0
Topaz bracelet,2431.0,900.0,600.0
Topaz dragon bolts,1184.0,420.0,280.0
Topaz dragon bolts (e),1007.0,438.0,292.0
Topaz necklace,1325.0,855.0,570.0
Topaz ring,2449.0,855.0,570.0
Topiary hedge (bagged),24195.0,12000.0,8000.0
Torag's armour set,770057.0,240000.0,160000.0
Torag's hammers,95434.0,96000.0,64000.0
Torag's hammers 0,95828.0,96000.0,64000.0
Torag's helm,126977.0,61800.0,41200.0
Torag's helm 0,90893.0,61800.0,41200.0
Torag's platebody,223333.0,168000.0,112000.0
Torag's platebody 0,171205.0,168000.0,112000.0
Torag's platelegs,300919.0,165000.0,110000.0
Torag's platelegs 0,236572.0,165000.0,110000.0
Tormented bracelet,22816461.0,120600.0,80400.0
Tormented ornament kit,1569214.0,3000.0,2000.0
Tormented synapse,48194936.0,1.0,1.0
Torn prayer scroll,47077.0,48000.0,32000.0
Torstol,2939.0,45.0,30.0
Torstol potion (unf),3155.0,15.0,10.0
Torstol seed,4827.0,42.0,28.0
Tortoise shell,6232.0,600.0,400.0
Torture ornament kit,276597.0,3000.0,2000.0
Torva full helm,193981041.0,120000.0,80000.0
Torva full helm (damaged),183686836.0,120000.0,80000.0
Torva platebody,333563131.0,360000.0,240000.0
Torva platebody (damaged),312734037.0,360000.0,240000.0
Torva platelegs,274064890.0,240000.0,160000.0
Torva platelegs (damaged),255590013.0,240000.0,160000.0
Toxic blowpipe (empty),6764931.0,72000.0,48000.0
Toxic staff (uncharged),13159653.0,600003.0,400002.0
Toy cat,3455.0,6.0,4.0
Toy doll,2796.0,6.0,4.0
Toy doll (wound),4086.0,6.0,4.0
Toy mouse,3006.0,6.0,4.0
Toy mouse (wound),4331.0,6.0,4.0
Toy soldier,2755.0,6.0,4.0
Toy soldier (wound),3935.0,6.0,4.0
Trading sticks,8.0,1.0,1.0
Trailblazer banner,144880.0,600.0,400.0
Trailblazer boots (t1),21065.0,9000.0,6000.0
Trailblazer boots (t2),170737.0,9000.0,6000.0
Trailblazer boots (t3),836035.0,90000.0,60000.0
